,id,published,updated,version,primary_category,all_categories,arxiv_path,http_link,cyber,opinion
0,0006067,2000-06-08T22:03:48Z,2000-08-04T22:14:21Z,2,math.CO,"['math.CO', 'cs.GT']",math/pdf/0006/0006067v2.pdf,http://export.arxiv.org/pdf/math/0006067v2.pdf,False,0.00390625
1,0008172,2000-08-22T18:22:33Z,2000-08-22T18:22:33Z,1,math.CO,"['math.CO', 'cs.GT']",math/pdf/0008/0008172v1.pdf,http://export.arxiv.org/pdf/math/0008172v1.pdf,False,0.002795248078266946
2,0008025,2000-08-23T21:56:15Z,2001-07-27T18:31:46Z,2,cs.CC,"['cs.CC', 'cs.GT', 'F.1.3,K.8.0']",cs/pdf/0008/0008025v2.pdf,http://export.arxiv.org/pdf/cs/0008025v2.pdf,False,0.004024144869215292
3,0103019,2001-03-27T19:51:09Z,2001-03-27T19:51:09Z,1,cs.GT,"['cs.GT', 'cs.CC', 'cs.DC', 'D.1.3']",cs/pdf/0103/0103019v1.pdf,http://export.arxiv.org/pdf/cs/0103019v1.pdf,False,-0.004378762999452655
4,0201010,2002-01-14T22:36:50Z,2002-01-14T22:36:50Z,1,cs.GT,"['cs.GT', 'F.2.3; I.2.11']",cs/pdf/0201/0201010v1.pdf,http://export.arxiv.org/pdf/cs/0201010v1.pdf,False,0.0068143100511073255
5,0201016,2002-01-18T11:05:18Z,2002-01-18T11:05:18Z,1,cs.GT,"['cs.GT', 'cs.DC', 'cs.MA', 'I.2.11, C.2.4']",cs/pdf/0201/0201016v1.pdf,http://export.arxiv.org/pdf/cs/0201016v1.pdf,False,-0.02264848624913335
6,0201017,2002-01-19T00:12:50Z,2012-08-23T02:44:00Z,2,cs.GT,"['cs.GT', 'cs.AI', 'I.2.11; J.4']",cs/pdf/0201/0201017v2.pdf,http://export.arxiv.org/pdf/cs/0201017v2.pdf,False,0.027677240791994892
7,0201021,2002-01-23T11:58:17Z,2002-01-23T11:58:17Z,1,cs.LG,"['cs.LG', 'cs.GT', 'I.2.1; I.2.6; I.2.8']",cs/pdf/0201/0201021v1.pdf,http://export.arxiv.org/pdf/cs/0201021v1.pdf,False,0.01092896174863388
8,0202015,2002-02-15T10:18:30Z,2002-09-12T12:50:09Z,2,cs.GT,"['cs.GT', 'J.4']",cs/pdf/0202/0202015v2.pdf,http://export.arxiv.org/pdf/cs/0202015v2.pdf,False,-0.00723645609231371
9,0202016,2002-02-15T12:09:14Z,2002-02-15T12:09:14Z,1,cs.GT,"['cs.GT', 'cs.AI', 'G.1.6;I.2.8']",cs/pdf/0202/0202016v1.pdf,http://export.arxiv.org/pdf/cs/0202016v1.pdf,False,0.031234506693108576
10,0202017,2002-02-15T12:24:29Z,2002-02-15T12:24:29Z,1,cs.GT,"['cs.GT', 'G.1.6;I.2.8;J.4']",cs/pdf/0202/0202017v1.pdf,http://export.arxiv.org/pdf/cs/0202017v1.pdf,False,0.006735340729001585
11,0202023,2002-02-18T14:55:49Z,2002-02-20T13:32:59Z,2,cs.GT,"['cs.GT', 'I.2.3']",cs/pdf/0202/0202023v2.pdf,http://export.arxiv.org/pdf/cs/0202023v2.pdf,False,0.0024821594787465093
12,0202028,2002-02-20T11:53:16Z,2002-02-20T11:53:16Z,1,cs.GT,"['cs.GT', 'J.4']",cs/pdf/0202/0202028v1.pdf,http://export.arxiv.org/pdf/cs/0202028v1.pdf,False,0.007664111962679107
13,0202029,2002-02-20T12:59:53Z,2002-02-20T12:59:53Z,1,cs.GT,"['cs.GT', 'I.2.3']",cs/pdf/0202/0202029v1.pdf,http://export.arxiv.org/pdf/cs/0202029v1.pdf,False,0.010493827160493827
14,0202030,2002-02-20T13:48:16Z,2002-02-20T13:48:16Z,1,cs.GT,"['cs.GT', 'cs.AI', 'I.2.3']",cs/pdf/0202/0202030v1.pdf,http://export.arxiv.org/pdf/cs/0202030v1.pdf,False,0.02824858757062147
15,0202032,2002-02-20T14:38:39Z,2002-02-20T14:38:39Z,1,cs.GT,"['cs.GT', 'cs.AI', 'G.1.6;I.2.8']",cs/pdf/0202/0202032v1.pdf,http://export.arxiv.org/pdf/cs/0202032v1.pdf,False,0.008091706001348618
16,0204002,2002-03-31T01:02:12Z,2002-03-31T01:02:12Z,1,cs.DM,"['cs.DM', 'cs.CG', 'cs.GT', 'G.2.1; G.2.2; F.2.2; I.3.5']",cs/pdf/0204/0204002v1.pdf,http://export.arxiv.org/pdf/cs/0204002v1.pdf,False,-0.0018779342723004694
17,0204017,2002-04-09T15:57:59Z,2002-07-30T21:03:40Z,2,cs.DM,"['cs.DM', 'cs.CG', 'cs.GT', 'G.2.1; G.2.2; F.2.2; I.3.5']",cs/pdf/0204/0204017v2.pdf,http://export.arxiv.org/pdf/cs/0204017v2.pdf,False,-0.00921409214092141
