,opinion
15,0.018132056106739652
9,0.020202020202020204
10,0.016364283173247954
14,0.00468384074941452
4,0.014942528735632184
0,-0.016959798994974875
13,-0.0033259423503325942
1,0.007585335018963337
6,0.010910616869492237
3,0.014314115308151094
17,0.009856262833675565
2,0.0029678225554514216
16,-0.002297341647522153
18,0.0028641571194762683
19,-0.006165228113440197
11,-0.005392339159538862
7,0.012757871878393051
24,0.014985590778097982
20,-0.005377720870678617
12,0.002631578947368421
28,0.002704530087897228
25,0.0007977662544874351
26,-0.012668573763792398
5,0.012330670371656825
32,-0.023454157782515993
33,-0.008493771234428085
37,0.0006915629322268327
22,-0.022420498741706704
8,0.001431895471630571
29,0.0021231422505307855
34,-0.014630577907827359
27,0.0006697923643670462
43,-0.020075282308657464
36,0.003998223011994669
38,-0.006971340046475601
21,-0.03338315894369706
40,-0.02734957732471407
42,-0.00034746351633078526
45,0.007751937984496124
50,-0.050939963614311703
31,0.0004192872117400419
49,0.0016402405686167304
48,0.004418262150220913
41,-0.015765765765765764
46,-0.02766531713900135
23,0.009309748636786807
35,-0.02122641509433962
52,0.02806297056810404
39,-0.018316526034163408
58,0.00196078431372549
54,0.0
57,-0.01644736842105263
62,-0.009166998804304504
55,0.0026595744680851063
60,0.017912291537986413
59,-0.004536082474226804
53,0.007185332011892963
61,-0.025329815303430078
63,-0.004952246197382384
65,0.0015923566878980893
71,0.010802469135802469
44,-0.011035653650254669
47,0.01457096600107933
68,-0.02027027027027027
70,-0.018528610354223433
72,-0.016194331983805668
56,-0.004975124378109453
78,-0.0015698587127158557
81,0.015608740894901144
76,0.0027803521779425394
77,-0.001902587519025875
73,-0.009765625
80,0.0020442930153321977
74,-0.02857142857142857
75,0.005157593123209169
79,-0.007630522088353414
69,-0.022018348623853212
87,0.0045045045045045045
66,-0.0049425788632068614
84,-0.025016903313049357
82,0.002704791344667697
64,0.0026865671641791043
88,-0.0003322259136212625
94,0.010428736964078795
93,-0.012711864406779662
83,0.005571847507331379
95,-0.008982035928143712
97,-0.0031645569620253164
85,-0.0038852361028093247
51,-0.0035203520352035203
90,0.001820830298616169
92,-0.005057471264367816
104,-0.0054894784995425435
99,0.0505173463177115
103,-0.016403402187120292
102,0.0067085953878406705
67,-0.0013385089010841923
96,0.01092896174863388
101,0.0183115338882283
100,0.018021265092809515
109,-0.007534246575342466
107,0.008064516129032258
98,-0.002243661655822302
106,0.013811246300559027
112,0.0017367141368530739
108,0.015590200445434299
113,-0.016611295681063124
89,-0.008020532563362208
30,0.0
114,-0.0022953328232593728
117,0.009391771019677997
123,-0.02031978680879414
125,-0.034633294528521534
127,0.020896656534954407
115,-0.006919528446950282
111,-0.009167303284950344
128,-0.009147457006952067
110,-0.01012879829936226
91,0.0024529844644317253
124,-0.03863134657836645
121,-0.040376106194690266
126,-0.007995916978564138
130,-0.003624282694050136
132,-0.0005467468562055768
131,-0.002905287623474724
129,-0.030911901081916538
137,-0.01466275659824047
134,-0.024216524216524215
120,0.012443738416732858
136,-0.0031036623215394167
133,-0.0006997900629811056
116,0.010485933503836318
144,-0.029745042492917848
138,-0.028159790438768827
119,0.0014003640946646128
145,-0.0375
135,0.007941760423560556
143,-0.006235827664399093
146,-0.013799448022079117
142,0.006174845628859279
141,0.005932605600379687
118,0.012727828123409021
149,0.0061000406669377795
147,0.006129184347006129
154,0.014474772539288668
155,0.0005327650506126798
156,0.013002364066193853
150,-0.015702795863653772
148,-0.007897705904475368
139,-0.004608294930875576
158,0.007887517146776405
151,-0.004231311706629055
162,0.018711018711018712
161,0.008243500317057704
167,0.022222222222222223
152,-0.006507027589796981
140,0.010518731988472623
164,0.0038314176245210726
163,0.01871809415768576
166,0.004916420845624385
160,-0.005154639175257732
165,0.0011801730920535012
157,0.01061320754716981
159,-0.01999080882352941
177,-0.00741839762611276
168,-0.0024353120243531205
169,0.0008107012565869477
176,0.0
174,-0.05310531053105311
171,-0.010768126346015794
178,-0.02953020134228188
153,0.002437325905292479
184,-0.020569620253164556
170,0.0017929179740026895
172,0.01634241245136187
175,0.005188067444876783
186,0.011826544021024968
185,-0.00852099817407182
182,-0.01807909604519774
181,-0.012565445026178011
173,0.003329017939707786
183,-0.008634222919937205
189,-0.015481373971940009
193,-0.0021536252692031586
191,0.013926084627745045
187,0.0007993605115907274
188,-0.010263929618768328
200,0.00535475234270415
192,-0.0011173184357541898
190,-0.004326663061114116
199,-0.0020325203252032522
194,-0.007563301545544229
195,-0.006819904016165698
198,-0.001466992665036675
205,0.0027662517289073307
204,0.046141170008239495
197,-0.001175951785976775
208,-0.005151983513652756
201,-0.0025198681915099825
209,-0.021634615384615384
207,-0.0004891171435558817
179,-0.013970877607241243
212,-0.026411657559198543
211,-0.018508132361189006
210,0.002175489485134155
196,-0.022646477946017117
213,-0.02040816326530612
206,-0.015472506546060461
180,-0.007906497078033689
203,-0.010519172039362062
202,0.0006745817593092283
221,-0.009746588693957114
216,-0.00922509225092251
222,-0.008046817849305048
220,-0.008413461538461538
225,0.005399568034557235
223,-0.004536616979909268
105,0.004112969564025226
218,-0.007176023638666104
217,-0.005620985010706638
228,-0.014818355640535373
229,0.00041459369817578774
214,-0.0004795013186286262
227,-0.02828379674017258
236,0.0
232,0.013411567476948869
219,-0.0002099517111064455
226,0.007906215921483098
235,-0.01224177505738332
233,-0.028932140978432403
231,-0.009877977919814061
224,0.018880800727934487
230,-0.010284810126582278
234,-0.014791573285522188
215,0.0099784777929955
246,-0.016140865737344093
241,-0.010813594232749742
248,0.0020512820512820513
244,-0.038789759503491075
240,-0.01171303074670571
247,-0.002403846153846154
238,0.0
245,-0.041590493601462525
237,-0.0007127583749109052
243,-0.02155887230514096
252,0.03536345776031434
249,-0.029850746268656716
254,0.004169562195969423
250,0.00577408877661494
242,-0.01961271102284012
258,-0.01875732708089097
257,0.017473607571896616
251,-0.02888198757763975
259,-0.018459069020866775
263,-0.013043478260869565
256,0.004180602006688963
255,0.002500893176134334
261,-0.004271222637479978
253,0.004783544606553456
264,-0.012269938650306749
269,-0.01835985312117503
239,0.006088767825668963
274,0.007246376811594203
265,0.005664488017429194
260,-0.003197158081705151
268,0.0014917951268025858
270,-0.012069577564785232
267,-0.011012433392539964
273,-0.0053705692803437165
272,-0.018602885345482156
276,-0.02330793366203496
277,0.006875477463712758
275,-0.008798944126704795
279,-0.000774593338497289
271,-0.03682213791564383
284,-0.014814814814814815
262,0.01123110151187905
278,-0.01631321370309951
285,0.011188811188811189
281,-0.013426156141223273
286,0.0018404907975460123
283,0.008107012565869477
291,0.011396011396011397
280,-0.012900847769996313
287,-0.0009596928982725527
282,0.00135464643727987
290,0.00035842293906810036
266,0.00015669069257286117
288,-0.011522633744855968
289,0.0
298,0.02566295979469632
294,0.013013013013013013
293,-0.014352211016291699
297,-0.0012987012987012987
305,-0.021052631578947368
296,0.023346303501945526
301,-0.005958291956305859
299,0.0038443056222969728
302,-0.0046559751681324365
300,0.010499637943519189
295,0.031072210065645513
304,-0.0027649769585253456
310,0.0018867924528301887
306,-0.0007914523149980214
308,0.008974964572508267
292,-0.024772143024071044
313,-0.009502923976608187
307,-0.00036683785766691124
311,0.007155635062611807
312,-0.004744333157617291
322,-0.017585931254996003
318,-0.008478568064060292
303,0.0063708260105448155
323,0.006024096385542169
327,0.006968641114982578
321,-0.005118362124120281
320,0.00383008356545961
309,-0.010491892628423491
319,-0.012178619756427604
324,0.009206607094503114
328,0.009708737864077669
326,0.004060324825986079
332,-0.014945652173913044
330,-0.014372163388804841
337,0.01779935275080906
314,-0.0014889815366289458
316,0.0012131715771230502
325,0.003798670465337132
329,-0.027914614121510674
331,0.0027442371020856204
334,0.006279434850863423
335,-0.013845466726217061
338,-0.00354251012145749
342,-0.0008230452674897119
336,0.0028303555634176542
317,0.004062150908906266
339,-0.00603264726756565
343,0.004632012352032939
341,-0.006067094932191292
340,-0.014456316781898177
348,-0.01094224924012158
