,opinion
15,-0.027961043041156142
2,0.010416666666666666
8,-0.007469654528478058
10,0.009259259259259259
3,-0.0069407367859049655
0,-0.0014357501794687725
9,-0.009345794392523364
12,-0.012416427889207259
6,0.0066518847006651885
4,-0.0009103322712790169
14,-0.004036815759728726
11,-0.007797270955165692
18,-0.013538924407672057
1,-0.00702576112412178
17,-0.017057569296375266
7,-0.008028379387602688
5,-0.002839756592292089
25,-0.0014854426619132501
20,-0.03432189270243252
16,-0.005913978494623656
21,-0.006716072255673923
13,-0.019134396355353075
19,-0.0010214504596527069
24,-0.0125
22,0.007443775736458664
23,0.006657789613848202
29,-0.007102993404363267
27,0.009154550350026925
34,-0.009823182711198428
32,-0.0128130460104834
28,0.004151444702756559
36,-0.024668516805427074
31,0.0016166281755196305
39,-0.019307589880159785
38,-0.021533811862485833
26,-0.026232616940581543
40,-0.009391771019677997
30,0.004752684386551663
42,-0.004105839416058394
33,-0.008765145656096932
35,-0.00850546780072904
43,-0.014492753623188406
37,-0.00792895654931811
52,-0.02047082906857728
44,-0.009699550508634965
48,-0.008734780307040762
47,-0.005537806176783813
58,0.014146772767462422
54,-0.0063532401524777635
55,0.0072908672294704525
57,-0.01310615989515072
41,-0.0018191740949608877
45,-0.003737985048059808
46,-0.024153705397987193
56,0.023282887077997673
53,-0.02655863155525546
63,-0.0036607687614399025
51,-0.0050422901756668834
59,-0.0029291154071470417
71,-0.01925722145804677
49,-0.0030907558302894073
60,0.00026295030239284776
64,0.002449979583503471
50,-0.02245744528679731
65,-0.014942528735632184
61,-0.009602501116569897
68,-0.019464720194647202
75,0.0008488964346349745
77,-0.0037174721189591076
67,0.0019574259848299485
78,-0.011575239053850024
69,-0.01983273596176822
72,0.006974427100631019
70,-0.024875621890547265
81,-0.018052869116698903
73,-0.006619385342789598
80,-0.013598673300165837
74,-0.0027610008628127696
85,0.006295399515738499
82,-0.01478318002628121
84,-0.013249420337860219
89,0.013038548752834467
76,-0.014733740265207325
88,-0.00511727078891258
87,-0.005776173285198556
91,-0.03116883116883117
86,0.0013745704467353953
97,-0.009159034138218152
79,-0.007558139534883721
83,-0.01706182140483049
90,-0.007521058965102286
94,-0.005036630036630037
98,-0.0049085229808121375
92,0.0015955325089748703
95,-0.005824259306153457
66,-0.0036046511627906975
100,0.00743801652892562
102,-0.0006688963210702341
103,-0.039978094194961664
93,0.009861932938856016
106,0.015677491601343786
101,-0.006520164211543105
107,0.0005477951246233908
99,-0.015815085158150853
110,0.00560398505603985
108,-0.0003051571559353067
112,-0.0033624747814391394
116,-0.00781571369806664
105,0.002438528754318228
109,-0.01777970511708586
117,-0.0029055690072639223
118,-0.003147482014388489
114,-0.00897583429228999
115,-0.009653794940079893
113,-0.0027752081406105457
111,-0.01957446808510638
120,-0.0019770660340055358
62,-0.03180694679328737
124,0.013278388278388278
121,-0.015200233849751535
96,0.015
127,-0.003592814371257485
125,-0.0016081479496113642
133,-0.03375527426160337
129,-0.03545394300861498
123,0.0016095654173373189
126,-0.04227493917274939
131,0.0
128,-0.016100178890876567
119,-0.012556607657472211
130,-0.02556002297530155
122,-0.01018483591097699
132,-0.028126706717640632
135,0.013749338974087784
136,-0.028554070473876064
141,0.015473887814313346
138,-0.019658119658119658
139,-0.025629887054735012
140,-0.0003181673560292714
137,-0.0016297262059973925
145,-0.01772525849335303
144,-0.011816340310600946
134,0.003951890034364261
148,0.014930325149303252
146,0.008968609865470852
147,-0.0022058823529411764
142,-0.010224059169023277
152,-0.006933115823817292
153,0.026422764227642278
143,-0.021669464367465283
151,-0.03570184604667363
150,0.0025197379472534855
155,0.012268008807801196
149,-0.02158643138598595
159,-0.017029328287606435
158,-0.006297229219143577
157,-0.002955400322407308
160,-0.011805108392358874
168,-0.019858781994704325
154,0.006899621633652348
161,-0.007131713839982171
166,-0.0012350761630300535
167,-0.007221954742416947
165,-0.0014466546112115732
170,-0.01908023483365949
156,0.0027631942525559545
163,0.005666957279860506
176,0.016835016835016835
178,-0.013022618231665525
162,-0.021220159151193633
173,-0.027510772290354656
164,0.007942973523421588
172,-0.014053716427232979
175,-0.00625229863920559
180,-0.0018535681186283596
169,-0.006926722566532993
171,-0.019830028328611898
179,0.0034352456200618343
182,0.0022010271460014674
183,-0.017607223476297968
104,0.0008681093817821046
185,-0.04738330975954738
188,0.007735281478298238
186,-0.014103425117528543
174,-0.007509386733416771
193,0.011160714285714286
191,-0.0006591957811470006
181,0.009830818472793781
189,-0.022144522144522144
177,0.0027589134125636672
190,-0.0051635111876075735
195,-0.0028949545078577337
192,-0.01605793450881612
187,-0.012015177065767284
196,-0.020964360587002098
194,-0.015764222069910898
199,-0.019634703196347032
202,-0.021695257315842584
197,-0.0007757951900698216
203,-0.021806853582554516
206,0.01849217638691323
201,-0.004530744336569579
209,-0.03185840707964602
198,0.0
200,-0.034978751225890815
204,-0.008725459644749143
214,-0.0011025358324145535
213,0.010843373493975903
211,-0.050655021834061134
210,-0.0042654028436018955
212,0.008133387555917039
217,0.0
215,-0.0006188118811881188
221,-0.0027548209366391185
216,0.003232758620689655
184,0.0011917372881355933
223,0.003844041735310269
222,0.0
205,-0.012121212121212121
224,0.013370865587614356
207,-0.015818982779335203
225,-0.011442582754393135
228,0.010732081257186662
227,0.012552301255230125
231,-0.010047846889952153
232,0.02596537949400799
235,0.0012658227848101266
233,0.01629026286560533
